Date,Open,High,Low,Close,Volume 
2022.01.02 22:00:00,1.13776,1.13788,1.1369,1.13755,673.0575
2022.01.02 23:00:00,1.13756,1.13802,1.13696,1.13731,2110.3374
2022.01.03 00:00:00,1.13732,1.13759,1.13612,1.13622,1265.59
2022.01.03 01:00:00,1.13623,1.13655,1.13502,1.13588,1784.04
2022.01.03 02:00:00,1.13587,1.13588,1.13426,1.13429,1452.44
2022.01.03 03:00:00,1.1343,1.13503,1.13415,1.13484,1057.16
2022.01.03 04:00:00,1.13485,1.13493,1.13388,1.13407,600.82
2022.01.03 05:00:00,1.13408,1.13415,1.13363,1.1338,732.14
2022.01.03 06:00:00,1.13382,1.13465,1.13381,1.13433,1131.64
2022.01.03 07:00:00,1.13433,1.13504,1.13352,1.13483,2355.7
2022.01.03 08:00:00,1.13483,1.13483,1.13356,1.13469,4101.17
2022.01.03 09:00:00,1.13466,1.13566,1.13359,1.13519,3643.43
2022.01.03 10:00:00,1.13518,1.136,1.13508,1.13555,3898.03
2022.01.03 11:00:00,1.13556,1.13665,1.13519,1.13559,5074.58
2022.01.03 12:00:00,1.13558,1.13597,1.13467,1.13588,4352.75
2022.01.03 13:00:00,1.13591,1.13644,1.13461,1.1351,7476.14
2022.01.03 14:00:00,1.1351,1.13521,1.13004,1.13065,12394.27
2022.01.03 15:00:00,1.13067,1.13097,1.12905,1.1292,18155.45
2022.01.03 16:00:00,1.1292,1.1299,1.12832,1.12891,9329.39
2022.01.03 17:00:00,1.1289,1.12902,1.128,1.12841,5760.54
2022.01.03 18:00:00,1.12842,1.12972,1.12835,1.1295,3453.36
2022.01.03 19:00:00,1.12949,1.12999,1.12939,1.12977,3011
2022.01.03 20:00:00,1.12976,1.13007,1.1294,1.12966,3092.925
2022.01.03 21:00:00,1.12968,1.12996,1.12949,1.1299,633.365
2022.01.03 22:00:00,1.12989,1.1301,1.1295,1.12964,2478.66
2022.01.03 23:00:00,1.12964,1.13026,1.12957,1.13023,1137.9
2022.01.04 00:00:00,1.13023,1.13071,1.13017,1.1306,1682.82
2022.01.04 01:00:00,1.13059,1.1309,1.13016,1.13069,1844.17
2022.01.04 02:00:00,1.13068,1.13096,1.13,1.13024,1041.89
2022.01.04 03:00:00,1.13023,1.13045,1.12957,1.1298,3240.42
2022.01.04 04:00:00,1.12979,1.1306,1.12966,1.13009,3146.23
2022.01.04 05:00:00,1.1301,1.13061,1.13009,1.13051,2758.69
2022.01.04 06:00:00,1.13052,1.13074,1.12922,1.12935,3787.27
2022.01.04 07:00:00,1.12934,1.12947,1.12836,1.12918,6953.94
2022.01.04 08:00:00,1.12919,1.13006,1.12875,1.12898,5952.91
2022.01.04 09:00:00,1.12897,1.13085,1.12833,1.13022,4698.57
