Date,Open,High,Low,Close,Volume 
2020.02.17 22:00:00,1.08373,1.08385,1.07856,1.07926,170057.763
2020.02.18 22:00:00,1.07926,1.08119,1.07824,1.08082,108075.75
2020.02.19 22:00:00,1.0807,1.08214,1.07782,1.07856,133745.63
2020.02.20 22:00:00,1.07868,1.08637,1.07851,1.08482,143946.8254
2020.02.23 22:00:00,1.08163,1.08722,1.08054,1.08543,173537.8946
2020.02.24 22:00:00,1.08544,1.08905,1.08302,1.08824,178755.902
2020.02.25 22:00:00,1.08825,1.09091,1.08551,1.08817,189688.4057
2020.02.26 22:00:00,1.08813,1.10066,1.08799,1.10012,215855.94
2020.02.27 22:00:00,1.10013,1.10532,1.09512,1.10289,248769.117
2020.03.01 22:00:00,1.10482,1.11848,1.10365,1.11342,246333.985
2020.03.02 22:00:00,1.11342,1.12141,1.10956,1.11743,216996.475
2020.03.03 22:00:00,1.11743,1.11877,1.10958,1.11395,172933.8193
2020.03.04 22:00:00,1.1139,1.1245,1.11198,1.12411,431195.2929
2020.03.05 22:00:00,1.12422,1.13549,1.12115,1.12867,239138.1047
2020.03.08 21:00:00,1.13538,1.14961,1.13361,1.14478,299413.1526
2020.03.09 21:00:00,1.1431,1.14712,1.12752,1.12848,252974.9479
2020.03.10 21:00:00,1.12848,1.13669,1.12577,1.12702,193299.2666
2020.03.11 21:00:00,1.12706,1.13338,1.10551,1.11864,251851.1377
2020.03.12 21:00:00,1.11881,1.12218,1.10553,1.11004,251373.7663
2020.03.15 21:00:00,1.10779,1.12368,1.10779,1.11829,309030.1549
2020.03.16 21:00:00,1.11829,1.11896,1.09553,1.09993,272053.5275
2020.03.17 21:00:00,1.09991,1.10452,1.08022,1.09154,288198.5499
2020.03.18 21:00:00,1.09164,1.09822,1.06553,1.06945,295103.7904
2020.03.19 21:00:00,1.06944,1.08314,1.06377,1.07018,421176.6175
2020.03.22 21:00:00,1.07144,1.08284,1.06364,1.07285,434024.6886
2020.03.23 21:00:00,1.07285,1.08883,1.07228,1.07894,344906.6
2020.03.24 21:00:00,1.07908,1.0894,1.07607,1.08841,280410.165
2020.03.25 21:00:00,1.08837,1.1059,1.08708,1.10319,277176.285
2020.03.26 21:00:00,1.10319,1.11479,1.09536,1.11457,256068.6485
2020.03.29 22:00:00,1.11249,1.11443,1.10103,1.10479,189707.0309
2020.03.30 22:00:00,1.10479,1.10571,1.09269,1.10351,292053.8198
2020.03.31 22:00:00,1.10338,1.10396,1.09029,1.09649,258729.18
2020.04.01 22:00:00,1.09649,1.09691,1.08208,1.08604,278304.3225
2020.04.02 22:00:00,1.08607,1.08653,1.07729,1.07996,259768.5456
2020.04.05 22:00:00,1.08168,1.08357,1.07686,1.07939,264118.7659
2020.04.06 22:00:00,1.07938,1.09268,1.0784,1.0893,265529.59
2020.04.07 22:00:00,1.0892,1.09024,1.08302,1.08591,225467.2317
2020.04.08 22:00:00,1.08591,1.09518,1.08411,1.09299,267007.32
2020.04.09 22:00:00,1.09299,1.09532,1.09206,1.09419,122899.4698
2020.04.12 22:00:00,1.09499,1.09681,1.08929,1.0916,174875.0416
2020.04.13 22:00:00,1.09161,1.09874,1.09055,1.09825,226658.9792
2020.04.14 22:00:00,1.09825,1.0992,1.08567,1.09118,244795.195
2020.04.15 22:00:00,1.09118,1.09119,1.08169,1.08407,264298.17
2020.04.16 22:00:00,1.08408,1.08929,1.08123,1.08786,245577.559
2020.04.19 22:00:00,1.08751,1.08969,1.08414,1.08632,212344.629
2020.04.20 22:00:00,1.08632,1.08805,1.08168,1.08596,251856.81
2020.04.21 22:00:00,1.08597,1.08853,1.08034,1.08239,204866.61
2020.04.22 22:00:00,1.08241,1.0847,1.07562,1.07783,266703.6667
2020.04.23 22:00:00,1.07786,1.08301,1.07273,1.08245,238274.382
2020.04.26 22:00:00,1.08242,1.08604,1.08116,1.08308,199474.5905
2020.04.27 22:00:00,1.08308,1.08886,1.08099,1.08209,212852.29
2020.04.28 22:00:00,1.08204,1.08858,1.08188,1.08775,220094.8789
2020.04.29 22:00:00,1.08792,1.09727,1.08332,1.0956,285881.31
2020.04.30 22:00:00,1.09564,1.1019,1.09348,1.09829,195733.575
2020.05.03 22:00:00,1.09755,1.09759,1.08959,1.09082,206134.0997
2020.05.04 22:00:00,1.09082,1.09262,1.08262,1.08425,219579.81
2020.05.05 22:00:00,1.08425,1.08463,1.07821,1.07951,229503.15
2020.05.06 22:00:00,1.07948,1.0835,1.07667,1.0835,222504.895
2020.05.07 22:00:00,1.0835,1.08758,1.08153,1.08419,174451.25
2020.05.10 22:00:00,1.08287,1.08507,1.0801,1.08084,207857.95
2020.05.11 22:00:00,1.08084,1.08853,1.07846,1.08483,155676.235
2020.05.12 22:00:00,1.08483,1.08967,1.08118,1.08191,156874.13
2020.05.13 22:00:00,1.0819,1.08242,1.07751,1.08055,116336.716
2020.05.14 22:00:00,1.08055,1.0851,1.07892,1.08198,134653.3042
2020.05.17 22:00:00,1.08155,1.09272,1.08001,1.09163,195707.2824
2020.05.18 22:00:00,1.09163,1.09763,1.09024,1.09241,239698.255
2020.05.19 22:00:00,1.09241,1.09992,1.0919,1.09803,215842.74
2020.05.20 22:00:00,1.09809,1.10086,1.09374,1.09524,212581.6
2020.05.21 22:00:00,1.09524,1.09539,1.08855,1.09063,190718.29
2020.05.24 22:00:00,1.08973,1.09147,1.08707,1.08983,112550.3024
2020.05.25 22:00:00,1.08986,1.0996,1.08927,1.09826,223565.945
2020.05.26 22:00:00,1.09826,1.10311,1.09342,1.10078,339376.2998
2020.05.27 22:00:00,1.10098,1.10937,1.09919,1.10782,288031.5184
2020.05.28 22:00:00,1.10783,1.11452,1.10702,1.11071,341167.5651
2020.05.31 22:00:00,1.11213,1.11541,1.11007,1.11357,270752.0373
2020.06.01 22:00:00,1.11366,1.11962,1.11153,1.11711,307411.075
2020.06.02 22:00:00,1.11711,1.1258,1.1167,1.12339,255520.7982
2020.06.03 22:00:00,1.12337,1.13625,1.11948,1.13392,284007.62
2020.06.04 22:00:00,1.13392,1.1384,1.12787,1.1292,276732.986
2020.06.07 22:00:00,1.12961,1.132,1.12684,1.1295,206343.4354
2020.06.08 22:00:00,1.1295,1.1364,1.12411,1.13411,232963.385
2020.06.09 22:00:00,1.13425,1.14227,1.13221,1.13756,254705.517
2020.06.10 22:00:00,1.13751,1.1404,1.1289,1.12994,318033.125
2020.06.11 22:00:00,1.12995,1.13407,1.12127,1.12564,314955.525
2020.06.14 22:00:00,1.12353,1.13327,1.1227,1.13235,289629.2861
2020.06.15 22:00:00,1.13233,1.13536,1.12281,1.12641,276120.3148
2020.06.16 22:00:00,1.12641,1.12942,1.12071,1.12451,251987.75
2020.06.17 22:00:00,1.12454,1.12616,1.11858,1.12059,234229.135
2020.06.18 22:00:00,1.12059,1.12547,1.11683,1.11788,213677.005
